iter	Logloss
676	0.4717801585
677	0.4716452451
678	0.4715246735
679	0.4713778965
680	0.471252824
681	0.4711369146
682	0.471056397
683	0.4709381731
684	0.4708166534
685	0.4706997843
686	0.4705868944
687	0.4704709815
688	0.4703457926
689	0.4702457486
690	0.4701126857
691	0.4700031812
692	0.4699182342
693	0.4697670315
694	0.4696289064
695	0.4695170835
696	0.4693653407
697	0.469253418
698	0.4691046086
699	0.4689538802
700	0.4688319544
701	0.4687099037
702	0.4686105773
703	0.4684665414
704	0.4683237861
705	0.4682070499
706	0.4680834639
707	0.4679158535
708	0.4678068368
709	0.4677146392
710	0.4676096222
711	0.4674656525
712	0.4673790035
713	0.4672520734
714	0.4671152586
715	0.4669827731
716	0.4668563329
717	0.4667105503
718	0.4665845471
719	0.4664847778
720	0.4663569628
721	0.4662623879
722	0.4661445516
723	0.4660146264
724	0.4659039124
725	0.4657749266
726	0.465666655
727	0.4655397759
728	0.4654408287
729	0.4653098242
730	0.4652001459
731	0.4650471095
732	0.4649529284
733	0.4648165817
734	0.4646758316
735	0.4645836863
736	0.4644683677
737	0.4643441001
738	0.4642400231
739	0.4641134499
740	0.4639732226
741	0.4638309703
742	0.4637418518
743	0.4636004546
744	0.4635000175
745	0.4633733008
746	0.4632295714
747	0.4630895239
748	0.4629762445
749	0.4628847261
750	0.4627927553
751	0.4627145873
752	0.462603517
753	0.4624970761
754	0.4624165184
755	0.462286325
756	0.4621459909
757	0.4620956601
758	0.4619950282
759	0.4618495829
760	0.4617430268
761	0.4615889363
762	0.4614824332
763	0.4613909228
764	0.4612986182
765	0.4611819577
766	0.4610593715
767	0.4609703432
768	0.4608650982
769	0.4607318903
770	0.4605988554
771	0.4605071217
772	0.4604006812
773	0.4602753268
774	0.4601758507
775	0.460081864
776	0.4599757344
777	0.4598412293
778	0.4597211623
779	0.459596406
780	0.4595146687
781	0.4593917249
782	0.4592835343
783	0.4591669832
784	0.4590561252
785	0.4589399148
786	0.4587976246
787	0.4587073086
788	0.4585952069
789	0.4584948319
790	0.4583683784
791	0.458291402
792	0.4581817477
793	0.4580852763
794	0.4579577771
795	0.4578602536
796	0.4577435197
797	0.4576316577
798	0.4575362051
799	0.4574605503
800	0.457325241
801	0.457200915
802	0.457100108
803	0.4569842677
804	0.4568762222
805	0.4567855282
806	0.4566790575
807	0.456535256
808	0.4564029582
809	0.4562723996
810	0.4561308535
811	0.456039386
812	0.455948251
813	0.4558343386
814	0.4557222651
815	0.4556073318
816	0.4554752467
817	0.4553415515
818	0.4552283223
819	0.4550925263
820	0.4549688789
821	0.4548465348
822	0.4547070346
823	0.4545817385
824	0.4544861411
825	0.454370939
826	0.454237396
827	0.4541221771
828	0.4539947652
829	0.4538685382
830	0.4537568164
831	0.4536005676
832	0.4534813238
833	0.4534114315
834	0.4533035724
835	0.4531990624
836	0.4530698431
837	0.4529619325
838	0.4528601855
839	0.4527412634
840	0.4526253704
841	0.4525177278
842	0.4523858824
843	0.4522342592
844	0.4521423871
845	0.4520454948
846	0.4518672506
847	0.4517863014
848	0.4517068881
849	0.4516283684
850	0.4515212323
851	0.4513893833
852	0.4512841625
853	0.4511911166
854	0.4510886769
855	0.450973375
856	0.4508569836
857	0.4507434563
858	0.4506395118
859	0.450525781
860	0.4504095086
861	0.4502951291
862	0.4502926844
863	0.4502014894
864	0.4500740847
865	0.44993604
866	0.449797812
867	0.4496897923
868	0.4495908053
869	0.4494735192
870	0.4493691274
871	0.4492292359
872	0.4490898036
873	0.4489907326
874	0.4488972632
875	0.4487690384
876	0.4486354376
877	0.4484725498
878	0.4482979774
879	0.4482058485
880	0.4481264836
881	0.4480286187
882	0.447878806
883	0.4477994195
884	0.4477169435
885	0.4475784595
886	0.4474984715
887	0.4473559264
888	0.4472217105
889	0.4471136623
890	0.4469857528
891	0.4468768675
892	0.4467515256
893	0.4466290404
894	0.4465062344
895	0.4463986311
896	0.4462764982
897	0.4461925774
898	0.4460574034
899	0.4459160717
900	0.4458308568
901	0.4457248647
902	0.4456496815
903	0.445559532
904	0.4454442511
905	0.4453337593
906	0.4452157409
907	0.445106108
908	0.4449922507
909	0.4448955698
910	0.4447710429
911	0.4446503654
912	0.4445549624
913	0.4444357956
914	0.4443520802
915	0.4442196065
916	0.4441131438
917	0.4440091419
918	0.4439044575
919	0.4438284657
920	0.4437480641
921	0.443615912
922	0.4435024687
923	0.443370064
924	0.4432889692
925	0.443185946
926	0.4430734288
927	0.4429699726
928	0.4428908197
929	0.4427654855
930	0.4426659978
931	0.4425889787
932	0.4425020106
933	0.4424185301
934	0.4423007215
935	0.4422005901
936	0.4420883318
937	0.4419786036
938	0.4418719167
939	0.4417321782
940	0.441601518
941	0.4414885373
942	0.4413624664
943	0.4412635629
944	0.4411676526
945	0.4410686147
946	0.4409452988
947	0.4408297548
948	0.440709125
949	0.4405755795
950	0.4404800591
951	0.4404103353
952	0.4402772744
953	0.4401829302
954	0.4400430496
955	0.439925134
956	0.4397759333
957	0.4396440323
958	0.4395218377
959	0.4393855369
960	0.4392499741
961	0.4391406355
962	0.4390538538
963	0.4389680182
964	0.4388585685
965	0.4387409119
966	0.438652932
967	0.4385703273
968	0.438460021
969	0.4383529316
970	0.4382447513
971	0.4381316809
972	0.4379997485
973	0.4378662769
974	0.4377388072
975	0.437612996
976	0.4375066488
977	0.4374043145
978	0.4373133252
979	0.437208185
980	0.4371010808
981	0.4370043131
982	0.4368692329
983	0.4367752565
984	0.4366587221
985	0.4365345525
986	0.4363912526
987	0.4363279788
988	0.4362170954
989	0.4360969666
990	0.4359796521
991	0.4358714721
992	0.435768996
993	0.4356898803
994	0.4355980768
995	0.4354743971
996	0.4353497428
997	0.4352418251
998	0.4351388783
999	0.435010872
